ridership_id,trip_id,station_id,boardings,alightings,passenger_load_after_stop,vehicle_capacity,is_overcrowded
RD02493,T0416,S027,2,3,10,45,No
RD02494,T0416,S028,7,0,17,45,No
RD02495,T0416,S029,1,0,18,45,No
RD02496,T0416,S030,2,18,2,45,No
RD02497,T0417,S025,20,0,26,70,No
RD02498,T0417,S026,3,10,19,70,No
RD02499,T0417,S027,4,3,20,70,No
RD02500,T0417,S028,6,12,14,70,No
RD02501,T0417,S029,6,11,9,70,No
RD02502,T0417,S030,0,9,0,70,No
RD02503,T0418,S043,11,0,14,25,No
RD02504,T0418,S044,6,2,18,25,No
RD02505,T0418,S045,10,1,27,25,Yes
RD02506,T0418,S046,7,4,30,25,Yes
RD02507,T0418,S047,4,0,34,25,Yes
RD02508,T0418,S048,2,34,2,25,No
RD02509,T0419,S031,35,0,35,70,No
RD02510,T0419,S032,25,0,60,70,No
RD02511,T0419,S033,5,3,62,70,No
RD02512,T0419,S034,24,4,88,70,Yes
RD02513,T0419,S035,20,6,102,70,Yes
RD02514,T0419,S036,3,102,3,70,No
RD02515,T0420,S037,23,0,24,45,No
RD02516,T0420,S038,6,9,21,45,No
RD02517,T0420,S039,20,1,40,45,No
RD02518,T0420,S040,5,6,39,45,No
RD02519,T0420,S041,16,5,53,45,Yes
RD02520,T0420,S042,4,53,4,45,No
RD02521,T0421,S037,18,0,25,45,No
RD02522,T0421,S038,17,3,39,45,No
RD02523,T0421,S039,8,0,51,45,Yes
RD02524,T0421,S040,8,4,55,45,Yes
RD02525,T0421,S041,20,3,77,45,Yes
RD02526,T0421,S042,2,77,2,45,No
RD02527,T0422,S025,4,0,5,25,No
RD02528,T0422,S026,2,3,4,25,No
RD02529,T0422,S027,2,0,6,25,No
RD02530,T0422,S028,5,5,6,25,No
RD02531,T0422,S029,6,3,9,25,No
RD02532,T0422,S030,2,9,2,25,No
RD02533,T0423,S043,7,0,8,25,No
RD02534,T0423,S044,9,0,17,25,No
RD02535,T0423,S045,11,3,25,25,No
RD02536,T0423,S046,4,0,29,25,Yes
RD02537,T0423,S047,6,2,33,25,Yes
RD02538,T0423,S048,4,33,10,25,No
RD02539,T0424,S043,13,0,23,45,No
RD02540,T0424,S044,17,6,34,45,No
RD02541,T0424,S045,21,7,58,45,Yes
RD02542,T0424,S046,7,1,69,45,Yes
RD02543,T0424,S047,5,3,71,45,Yes
RD02544,T0424,S048,4,71,4,45,No
RD02545,T0425,S001,6,0,12,25,No
RD02546,T0425,S002,7,0,19,25,No
RD02547,T0425,S003,3,2,20,25,No
RD02548,T0425,S004,7,1,26,25,Yes
RD02549,T0425,S005,5,1,30,25,Yes
RD02550,T0425,S006,3,30,3,25,No
RD02551,T0426,S001,7,0,8,25,No
RD02552,T0426,S002,2,3,7,25,No
RD02553,T0426,S003,7,2,12,25,No
RD02554,T0426,S004,8,3,17,25,No
RD02555,T0426,S005,7,4,20,25,No
RD02556,T0426,S006,3,20,12,25,No
RD02557,T0427,S007,8,0,14,45,No
RD02558,T0427,S008,20,4,30,45,No
RD02559,T0427,S009,6,8,28,45,No
RD02560,T0427,S010,10,7,31,45,No
RD02561,T0427,S011,18,6,43,45,No
RD02562,T0427,S012,0,43,0,45,No
RD02563,T0428,S043,10,0,15,25,No
RD02564,T0428,S044,1,1,26,25,Yes
RD02565,T0428,S045,6,5,27,25,Yes
RD02566,T0428,S046,7,3,31,25,Yes
RD02567,T0428,S047,7,2,36,25,Yes
RD02568,T0428,S048,4,36,7,25,No
RD02569,T0429,S037,6,0,6,25,No
RD02570,T0429,S038,2,4,4,25,No
RD02571,T0429,S039,4,1,7,25,No
RD02572,T0429,S040,6,2,11,25,No
RD02573,T0429,S041,5,2,14,25,No
RD02574,T0429,S042,3,14,3,25,No
RD02575,T0430,S037,13,0,24,70,No
RD02576,T0430,S038,28,14,38,70,No
RD02577,T0430,S039,31,3,74,70,Yes
RD02578,T0430,S040,2,10,66,70,No
RD02579,T0430,S041,10,10,66,70,No
RD02580,T0430,S042,3,66,3,70,No
RD02581,T0431,S013,7,0,8,25,No
RD02582,T0431,S014,11,4,15,25,No
RD02583,T0431,S015,2,0,17,25,No
RD02584,T0431,S016,7,5,19,25,No
RD02585,T0431,S017,2,4,17,25,No
RD02586,T0431,S018,1,17,1,25,No
RD02587,T0432,S037,6,0,7,25,No
RD02588,T0432,S038,6,2,11,25,No
RD02589,T0432,S039,5,2,14,25,No
RD02590,T0432,S040,6,4,16,25,No
RD02591,T0432,S041,5,3,18,25,No
RD02592,T0432,S042,2,18,2,25,No
RD02593,T0433,S019,19,0,30,45,No
RD02594,T0433,S020,4,1,33,45,No
RD02595,T0433,S021,5,5,33,45,No
RD02596,T0433,S022,13,3,43,45,No
RD02597,T0433,S023,6,0,49,45,Yes
RD02598,T0433,S024,0,49,0,45,No
RD02599,T0434,S001,8,0,14,25,No
RD02600,T0434,S002,5,3,16,25,No
RD02601,T0434,S003,6,3,19,25,No
RD02602,T0434,S004,6,2,23,25,No
RD02603,T0434,S005,2,3,22,25,No
RD02604,T0434,S006,1,22,1,25,No
RD02605,T0435,S043,21,0,32,70,No
RD02606,T0435,S044,32,3,61,70,No
RD02607,T0435,S045,29,1,89,70,Yes
RD02608,T0435,S046,12,3,98,70,Yes
RD02609,T0435,S047,12,11,99,70,Yes
RD02610,T0435,S048,1,99,1,70,No
RD02611,T0436,S031,13,0,19,45,No
RD02612,T0436,S032,2,9,12,45,No
RD02613,T0436,S033,2,2,12,45,No
RD02614,T0436,S034,2,4,10,45,No
RD02615,T0436,S035,2,6,6,45,No
RD02616,T0436,S036,2,6,2,45,No
RD02617,T0437,S001,8,0,14,25,No
RD02618,T0437,S002,8,3,19,25,No
RD02619,T0437,S003,1,0,23,25,No
RD02620,T0437,S004,10,5,28,25,Yes
RD02621,T0437,S005,2,0,30,25,Yes
RD02622,T0437,S006,0,30,0,25,No
RD02623,T0438,S001,5,0,9,25,No
RD02624,T0438,S002,4,3,10,25,No
RD02625,T0438,S003,5,2,13,25,No
RD02626,T0438,S004,3,3,13,25,No
RD02627,T0438,S005,6,2,17,25,No
RD02628,T0438,S006,2,17,2,25,No
RD02629,T0439,S001,13,0,18,45,No
RD02630,T0439,S002,13,6,25,45,No
RD02631,T0439,S003,11,5,31,45,No
RD02632,T0439,S004,15,0,46,45,Yes
RD02633,T0439,S005,5,6,49,45,Yes
RD02634,T0439,S006,4,49,4,45,No
RD02635,T0440,S037,15,0,20,25,No
RD02636,T0440,S038,8,2,26,25,Yes
RD02637,T0440,S039,8,5,29,25,Yes
RD02638,T0440,S040,4,5,36,25,Yes
RD02639,T0440,S041,11,0,47,25,Yes
RD02640,T0440,S042,0,47,0,25,No
RD02641,T0441,S037,5,0,10,25,No
RD02642,T0441,S038,4,5,9,25,No
RD02643,T0441,S039,5,1,13,25,No
RD02644,T0441,S040,4,3,14,25,No
RD02645,T0441,S041,5,5,14,25,No
RD02646,T0441,S042,0,14,0,25,No
RD02647,T0442,S007,6,0,8,25,No
RD02648,T0442,S008,6,3,11,25,No
RD02649,T0442,S009,1,5,7,25,No
RD02650,T0442,S010,4,5,6,25,No
RD02651,T0442,S011,5,2,9,25,No
RD02652,T0442,S012,1,9,1,25,No
RD02653,T0443,S007,5,0,10,25,No
RD02654,T0443,S008,9,4,25,25,No
RD02655,T0443,S009,5,0,30,25,Yes
RD02656,T0443,S010,8,4,34,25,Yes
RD02657,T0443,S011,2,3,33,25,Yes
RD02658,T0443,S012,4,33,4,25,No
RD02659,T0444,S037,5,0,6,25,No
RD02660,T0444,S038,2,5,3,25,No
RD02661,T0444,S039,3,0,6,25,No
RD02662,T0444,S040,7,2,11,25,No
RD02663,T0444,S041,5,1,15,25,No
RD02664,T0444,S042,0,15,0,25,No
RD02665,T0445,S043,41,0,58,70,No
RD02666,T0445,S044,22,11,69,70,No
RD02667,T0445,S045,5,14,60,70,No
RD02668,T0445,S046,25,6,79,70,Yes
RD02669,T0445,S047,28,12,95,70,Yes
RD02670,T0445,S048,1,95,1,70,No
RD02671,T0446,S037,4,0,6,25,No
RD02672,T0446,S038,10,2,14,25,No
RD02673,T0446,S039,2,5,11,25,No
RD02674,T0446,S040,6,1,16,25,No
RD02675,T0446,S041,1,4,13,25,No
RD02676,T0446,S042,4,13,4,25,No
RD02677,T0447,S007,9,0,15,25,No
RD02678,T0447,S008,6,2,19,25,No
RD02679,T0447,S009,9,1,27,25,Yes
RD02680,T0447,S010,4,4,27,25,Yes
RD02681,T0447,S011,9,0,36,25,Yes
RD02682,T0447,S012,2,36,2,25,No
RD02683,T0448,S037,24,0,33,70,No
RD02684,T0448,S038,10,7,36,70,No
RD02685,T0448,S039,3,2,37,70,No
RD02686,T0448,S040,33,4,66,70,No
RD02687,T0448,S041,18,1,83,70,Yes
RD02688,T0448,S042,4,83,4,70,No
RD02689,T0449,S025,6,0,12,25,No
RD02690,T0449,S026,7,5,22,25,No
RD02691,T0449,S027,4,1,25,25,No
RD02692,T0449,S028,1,1,25,25,No
RD02693,T0449,S029,8,1,32,25,Yes
RD02694,T0449,S030,2,32,2,25,No
RD02695,T0450,S043,4,0,9,25,No
RD02696,T0450,S044,5,0,14,25,No
RD02697,T0450,S045,3,3,14,25,No
RD02698,T0450,S046,6,3,17,25,No
RD02699,T0450,S047,3,3,17,25,No
RD02700,T0450,S048,3,17,3,25,No
RD02701,T0451,S001,4,0,7,25,No
RD02702,T0451,S002,5,2,10,25,No
RD02703,T0451,S003,9,1,18,25,No
RD02704,T0451,S004,6,1,23,25,No
RD02705,T0451,S005,1,4,20,25,No
RD02706,T0451,S006,2,20,2,25,No
RD02707,T0452,S037,7,0,8,25,No
RD02708,T0452,S038,4,1,11,25,No
RD02709,T0452,S039,4,5,10,25,No
RD02710,T0452,S040,2,2,10,25,No
RD02711,T0452,S041,2,1,11,25,No
RD02712,T0452,S042,1,11,1,25,No
RD02713,T0453,S019,26,0,49,45,Yes
RD02714,T0453,S020,5,1,53,45,Yes
RD02715,T0453,S021,6,6,53,45,Yes
RD02716,T0453,S022,12,1,64,45,Yes
RD02717,T0453,S023,2,2,64,45,Yes
RD02718,T0453,S024,4,64,4,45,No
RD02719,T0454,S025,19,0,32,70,No
RD02720,T0454,S026,16,6,48,70,No
RD02721,T0454,S027,32,6,74,70,Yes
RD02722,T0454,S028,12,9,77,70,Yes
RD02723,T0454,S029,6,6,77,70,Yes
RD02724,T0454,S030,3,77,3,70,No
RD02725,T0455,S025,6,0,11,25,No
RD02726,T0455,S026,1,2,10,25,No
RD02727,T0455,S027,1,0,11,25,No
RD02728,T0455,S028,1,0,12,25,No
RD02729,T0455,S029,6,3,15,25,No
RD02730,T0455,S030,4,15,4,25,No
RD02731,T0456,S043,11,0,18,70,No
RD02732,T0456,S044,31,9,40,70,No
RD02733,T0456,S045,7,11,36,70,No
RD02734,T0456,S046,25,2,59,70,No
RD02735,T0456,S047,28,10,77,70,Yes
RD02736,T0456,S048,1,77,1,70,No
RD02737,T0457,S013,14,0,15,45,No
RD02738,T0457,S014,7,2,20,45,No
RD02739,T0457,S015,7,0,27,45,No
RD02740,T0457,S016,9,8,28,45,No
RD02741,T0457,S017,8,8,28,45,No
RD02742,T0457,S018,0,28,0,45,No
RD02743,T0458,S031,7,0,11,25,No
RD02744,T0458,S032,6,4,13,25,No
RD02745,T0458,S033,1,5,9,25,No
RD02746,T0458,S034,6,1,14,25,No
RD02747,T0458,S035,2,0,16,25,No
RD02748,T0458,S036,4,16,4,25,No
RD02749,T0459,S013,11,0,32,45,No
RD02750,T0459,S014,4,5,43,45,No
RD02751,T0459,S015,21,3,61,45,Yes
RD02752,T0459,S016,9,8,62,45,Yes
RD02753,T0459,S017,3,0,65,45,Yes
RD02754,T0459,S018,4,65,4,45,No
RD02755,T0460,S037,20,0,37,70,No
RD02756,T0460,S038,1,10,28,70,No
RD02757,T0460,S039,19,0,47,70,No
RD02758,T0460,S040,9,7,49,70,No
RD02759,T0460,S041,21,11,59,70,No
RD02760,T0460,S042,2,59,2,70,No
RD02761,T0461,S043,12,0,20,45,No
RD02762,T0461,S044,8,0,33,45,No
RD02763,T0461,S045,7,4,36,45,No
RD02764,T0461,S046,18,9,45,45,No
RD02765,T0461,S047,9,5,49,45,Yes
RD02766,T0461,S048,4,49,4,45,No
RD02767,T0462,S031,7,0,11,25,No
RD02768,T0462,S032,3,5,9,25,No
RD02769,T0462,S033,5,0,14,25,No
RD02770,T0462,S034,3,5,12,25,No
RD02771,T0462,S035,11,0,23,25,No
RD02772,T0462,S036,1,23,1,25,No
RD02773,T0463,S013,13,0,17,25,No
RD02774,T0463,S014,10,4,23,25,No
RD02775,T0463,S015,6,1,28,25,Yes
RD02776,T0463,S016,7,3,44,25,Yes
RD02777,T0463,S017,2,1,45,25,Yes
RD02778,T0463,S018,4,45,4,25,No
RD02779,T0464,S043,36,0,57,70,No
RD02780,T0464,S044,22,5,74,70,Yes
RD02781,T0464,S045,15,2,87,70,Yes
RD02782,T0464,S046,25,1,111,70,Yes
RD02783,T0464,S047,25,3,133,70,Yes
RD02784,T0464,S048,0,133,0,70,No
RD02785,T0465,S037,7,0,12,25,No
RD02786,T0465,S038,2,3,11,25,No
RD02787,T0465,S039,10,5,16,25,No
RD02788,T0465,S040,5,4,17,25,No
RD02789,T0465,S041,3,0,20,25,No
RD02790,T0465,S042,3,20,3,25,No
RD02791,T0466,S037,35,0,52,70,No
RD02792,T0466,S038,17,2,78,70,Yes
RD02793,T0466,S039,10,11,77,70,Yes
RD02794,T0466,S040,25,2,100,70,Yes
RD02795,T0466,S041,4,4,100,70,Yes
RD02796,T0466,S042,2,100,2,70,No
RD02797,T0467,S043,15,0,18,45,No
RD02798,T0467,S044,8,6,20,45,No
RD02799,T0467,S045,8,2,26,45,No
RD02800,T0467,S046,8,5,29,45,No
RD02801,T0467,S047,5,8,26,45,No
RD02802,T0467,S048,2,26,2,45,No
RD02803,T0468,S031,22,0,28,45,No
RD02804,T0468,S032,10,3,35,45,No
RD02805,T0468,S033,10,1,44,45,No
RD02806,T0468,S034,3,5,42,45,No
RD02807,T0468,S035,8,1,49,45,Yes
RD02808,T0468,S036,1,49,1,45,No
RD02809,T0469,S007,14,0,14,25,No
RD02810,T0469,S008,1,3,12,25,No
RD02811,T0469,S009,11,3,20,25,No
RD02812,T0469,S010,3,5,18,25,No
RD02813,T0469,S011,11,4,25,25,No
RD02814,T0469,S012,4,25,4,25,No
RD02815,T0470,S001,6,0,12,45,No
RD02816,T0470,S002,14,0,26,45,No
RD02817,T0470,S003,8,5,29,45,No
RD02818,T0470,S004,20,8,51,45,Yes
RD02819,T0470,S005,17,2,66,45,Yes
RD02820,T0470,S006,1,66,6,45,No
RD02821,T0471,S031,32,0,48,70,No
RD02822,T0471,S032,32,6,74,70,Yes
RD02823,T0471,S033,8,5,77,70,Yes
RD02824,T0471,S034,16,10,83,70,Yes
RD02825,T0471,S035,8,13,78,70,Yes
RD02826,T0471,S036,3,78,3,70,No
RD02827,T0472,S019,3,0,4,25,No
RD02828,T0472,S020,4,4,4,25,No
RD02829,T0472,S021,3,1,6,25,No
RD02830,T0472,S022,5,5,6,25,No
RD02831,T0472,S023,4,0,10,25,No
RD02832,T0472,S024,4,10,4,25,No
RD02833,T0473,S013,10,0,25,70,No
RD02834,T0473,S014,1,5,21,70,No
RD02835,T0473,S015,15,9,27,70,No
RD02836,T0473,S016,10,5,32,70,No
RD02837,T0473,S017,4,5,31,70,No
RD02838,T0473,S018,0,31,0,70,No
RD02839,T0474,S007,11,0,16,45,No
RD02840,T0474,S008,4,0,20,45,No
RD02841,T0474,S009,3,3,20,45,No
RD02842,T0474,S010,14,2,32,45,No
RD02843,T0474,S011,1,7,26,45,No
RD02844,T0474,S012,2,26,2,45,No
RD02845,T0475,S031,8,0,11,25,No
RD02846,T0475,S032,3,3,11,25,No
RD02847,T0475,S033,2,2,11,25,No
RD02848,T0475,S034,8,5,14,25,No
RD02849,T0475,S035,7,2,25,25,No
RD02850,T0475,S036,0,25,0,25,No
RD02851,T0476,S043,18,0,19,70,No
RD02852,T0476,S044,22,11,30,70,No
RD02853,T0476,S045,13,2,41,70,No
RD02854,T0476,S046,18,10,49,70,No
RD02855,T0476,S047,32,7,74,70,Yes
RD02856,T0476,S048,1,74,1,70,No
RD02857,T0477,S007,15,0,21,25,No
RD02858,T0477,S008,7,4,24,25,No
RD02859,T0477,S009,1,0,25,25,No
RD02860,T0477,S010,9,2,38,25,Yes
RD02861,T0477,S011,11,0,49,25,Yes
RD02862,T0477,S012,3,49,3,25,No
RD02863,T0478,S019,3,0,8,25,No
RD02864,T0478,S020,5,2,11,25,No
RD02865,T0478,S021,4,3,12,25,No
RD02866,T0478,S022,9,5,16,25,No
RD02867,T0478,S023,2,2,16,25,No
RD02868,T0478,S024,1,16,1,25,No
RD02869,T0479,S037,6,0,9,25,No
RD02870,T0479,S038,9,0,18,25,No
RD02871,T0479,S039,10,1,27,25,Yes
RD02872,T0479,S040,4,1,30,25,Yes
RD02873,T0479,S041,1,3,28,25,Yes
RD02874,T0479,S042,1,28,1,25,No
RD02875,T0480,S037,6,0,12,45,No
RD02876,T0480,S038,2,1,13,45,No
RD02877,T0480,S039,10,8,15,45,No
RD02878,T0480,S040,8,3,20,45,No
RD02879,T0480,S041,2,7,15,45,No
RD02880,T0480,S042,0,15,0,45,No
RD02881,T0481,S043,11,0,15,45,No
RD02882,T0481,S044,6,4,17,45,No
RD02883,T0481,S045,4,6,15,45,No
RD02884,T0481,S046,1,5,11,45,No
RD02885,T0481,S047,1,2,10,45,No
RD02886,T0481,S048,0,10,0,45,No
RD02887,T0482,S007,27,0,27,45,No
RD02888,T0482,S008,10,3,34,45,No
RD02889,T0482,S009,4,9,29,45,No
RD02890,T0482,S010,16,4,41,45,No
RD02891,T0482,S011,4,4,41,45,No
RD02892,T0482,S012,0,41,0,45,No
RD02893,T0483,S013,31,0,35,70,No
RD02894,T0483,S014,24,12,47,70,No
RD02895,T0483,S015,24,9,62,70,No
RD02896,T0483,S016,14,4,72,70,Yes
RD02897,T0483,S017,7,1,78,70,Yes
RD02898,T0483,S018,4,78,4,70,No
RD02899,T0484,S031,22,0,28,70,No
RD02900,T0484,S032,7,14,32,70,No
RD02901,T0484,S033,22,9,45,70,No
RD02902,T0484,S034,13,7,51,70,No
RD02903,T0484,S035,3,2,52,70,No
RD02904,T0484,S036,3,52,3,70,No
RD02905,T0485,S007,32,0,40,70,No
RD02906,T0485,S008,8,7,41,70,No
RD02907,T0485,S009,31,1,71,70,Yes
RD02908,T0485,S010,33,14,90,70,Yes
RD02909,T0485,S011,18,2,106,70,Yes
RD02910,T0485,S012,1,106,1,70,No
RD02911,T0486,S025,22,0,23,70,No
RD02912,T0486,S026,32,6,49,70,No
RD02913,T0486,S027,33,13,69,70,No
RD02914,T0486,S028,29,2,96,70,Yes
RD02915,T0486,S029,25,6,115,70,Yes
RD02916,T0486,S030,2,115,2,70,No
RD02917,T0487,S031,5,0,5,25,No
RD02918,T0487,S032,1,4,2,25,No
RD02919,T0487,S033,8,2,8,25,No
RD02920,T0487,S034,9,5,12,25,No
RD02921,T0487,S035,5,1,16,25,No
RD02922,T0487,S036,4,16,4,25,No
RD02923,T0488,S037,3,0,4,25,No
RD02924,T0488,S038,1,2,3,25,No
RD02925,T0488,S039,3,2,4,25,No
RD02926,T0488,S040,11,0,15,25,No
RD02927,T0488,S041,9,1,23,25,No
RD02928,T0488,S042,2,23,2,25,No
RD02929,T0489,S037,16,0,21,45,No
RD02930,T0489,S038,9,8,22,45,No
RD02931,T0489,S039,20,6,36,45,No
RD02932,T0489,S040,21,0,57,45,Yes
RD02933,T0489,S041,8,5,60,45,Yes
RD02934,T0489,S042,2,60,2,45,No
RD02935,T0490,S013,7,0,7,25,No
RD02936,T0490,S014,5,5,7,25,No
RD02937,T0490,S015,6,0,13,25,No
RD02938,T0490,S016,6,5,14,25,No
RD02939,T0490,S017,6,3,17,25,No
RD02940,T0490,S018,2,17,2,25,No
RD02941,T0491,S013,13,0,30,70,No
RD02942,T0491,S014,15,13,32,70,No
RD02943,T0491,S015,11,3,40,70,No
RD02944,T0491,S016,7,4,43,70,No
RD02945,T0491,S017,13,9,47,70,No
RD02946,T0491,S018,1,47,1,70,No
RD02947,T0492,S043,13,0,20,45,No
RD02948,T0492,S044,12,6,26,45,No
RD02949,T0492,S045,3,7,22,45,No
RD02950,T0492,S046,6,7,21,45,No
RD02951,T0492,S047,7,2,26,45,No
RD02952,T0492,S048,1,26,1,45,No
RD02953,T0493,S043,5,0,5,25,No
RD02954,T0493,S044,2,1,6,25,No
RD02955,T0493,S045,6,3,9,25,No
RD02956,T0493,S046,2,4,7,25,No
RD02957,T0493,S047,2,0,9,25,No
RD02958,T0493,S048,0,9,0,25,No
RD02959,T0494,S007,13,0,19,45,No
RD02960,T0494,S008,4,6,17,45,No
RD02961,T0494,S009,1,2,16,45,No
RD02962,T0494,S010,13,6,26,45,No
RD02963,T0494,S011,5,0,31,45,No
RD02964,T0494,S012,0,31,0,45,No
RD02965,T0495,S025,10,0,10,70,No
RD02966,T0495,S026,22,1,31,70,No
RD02967,T0495,S027,13,1,43,70,No
RD02968,T0495,S028,29,12,60,70,No
RD02969,T0495,S029,22,4,78,70,Yes
RD02970,T0495,S030,1,78,8,70,No
RD02971,T0496,S043,11,0,16,25,No
RD02972,T0496,S044,2,0,18,25,No
RD02973,T0496,S045,9,0,27,25,Yes
RD02974,T0496,S046,3,3,33,25,Yes
RD02975,T0496,S047,4,0,37,25,Yes
RD02976,T0496,S048,1,37,1,25,No
RD02977,T0497,S025,6,0,8,25,No
RD02978,T0497,S026,7,5,10,25,No
RD02979,T0497,S027,2,5,7,25,No
RD02980,T0497,S028,4,0,11,25,No
RD02981,T0497,S029,6,2,23,25,No
RD02982,T0497,S030,0,23,0,25,No
RD02983,T0498,S043,3,0,3,25,No
RD02984,T0498,S044,2,1,4,25,No
RD02985,T0498,S045,5,3,6,25,No
RD02986,T0498,S046,5,2,9,25,No
RD02987,T0498,S047,6,1,14,25,No
RD02988,T0498,S048,3,14,3,25,No
RD02989,T0499,S019,10,0,12,45,No
RD02990,T0499,S020,5,9,8,45,No
RD02991,T0499,S021,2,5,5,45,No
RD02992,T0499,S022,8,2,11,45,No
RD02993,T0499,S023,5,5,11,45,No
RD02994,T0499,S024,0,11,0,45,No
RD02995,T0500,S007,3,0,9,25,No
RD02996,T0500,S008,6,1,14,25,No
RD02997,T0500,S009,3,1,16,25,No
RD02998,T0500,S010,4,1,19,25,No
RD02999,T0500,S011,6,3,22,25,No
RD03000,T0500,S012,3,22,3,25,No
